,m_construction_number,m_wetbrk_test_number,m_wetbrk_test_type,m_wetbrk_test_name,m_wetbrk_test_step_number,m_wetbrk_test_session_number,m_wet_brake_test_start_date,m_wet_brake_test_end_date,m_wet_brake_test_location,m_wet_brake_control_reference_flag,c_wet_brake_vehicle_manufacturer,c_wet_brake_driver_name,c_wet_brake_ambient_temp_0c,c_wet_brake_surface_temp_0c,c_wet_brake_humidity_level_pc,c_wet_brake_surface_type,c_wet_brake_surface_condition,c_wet_brake_surface_status,c_wet_brake_weather_condition,c_wet_brake_tire_inflation_cold_kpa,c_wet_brake_tire_inflation_hot_kpa,c_wet_brake_vehicle_load_kg,c_wet_brake_rim_description,c_wet_brake_wind_speed_range,c_wet_brake_vehicle_speed_max_kmh,c_wet_brake_vehicle_speed_min_kmh,c_wet_brake_test_procedure,c_wet_brake_tire_class_ec_code,r_wetbrk_avg_braking_distance_m,r_wet_brake_braking_evolution_pc,r_wet_brake_standard_deviation_braking_distance_m,r_wet_brake_avg_deceleration_g,r_wet_brake_variation_coefficient_braking_pc,c_wet_brake_wind_speed_min,c_wet_brake_wind_speed_max
64,AU714001,2020R05745-00,BRK,ACCBRK,1,1,11/18/2020,11/18/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Dondlinger A.,7.1,9.5,0.999,CONCRETE,,WET,Cloudy - Sunny,900.0,,7500,9 x 22.5,min: 4.1 max: 6.3,60,20,ABS,,28.2,,0.295916655,-0.446419098,0.010493498,4.1,6.3
65,AU714001,2020R05745-00,BRK,ACCBRK,4,1,11/18/2020,11/18/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Dondlinger A.,9.6,10.9,0.878,CONCRETE,,WET,Cloudy - Sunny,900.0,,7500,9 x 22.5,min: 4.1 max: 6.3,60,20,ABS,,27.9075,0.010372392,0.390923814,-0.45109804,0.014007841,4.1,6.3
66,AU714100,2020R05745-00,BRK,ACCBRK,2,1,11/18/2020,11/18/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Dondlinger A.,7.4,9.7,0.999,CONCRETE,,WET,Cloudy - Sunny,900.0,,7500,9 x 22.5,min: 4.1 max: 6.3,60,20,ABS,,27.06636364,,0.583014112,-0.46511673,0.021540171,4.1,6.3
67,AU714200,2020R05745-00,BRK,ACCBRK,3,1,11/18/2020,11/18/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Dondlinger A.,8.1,10.2,0.988,CONCRETE,,WET,Cloudy - Sunny,900.0,,7500,9 x 22.5,min: 4.1 max: 6.3,60,20,ABS,,27.28375,,0.369939667,-0.46141086,0.013558974,4.1,6.3
68,AU715000,2020R06143-00,BRK,ACCBRK,1,1,12/3/2020,12/3/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Marco Metzger,1.9,3.4,0.999,HI MU ASPH,,WET,Cloudy,900.0,,7500,VEHI,min: 6.8 max: 10.3,60,20,ABS,,21.71428571,,0.266574389,-0.579757433,0.012276452,6.8,10.3
69,AU715000,2020R06143-00,BRK,ACCBRK,4,1,12/3/2020,12/3/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Marco Metzger,2.3,4.5,0.999,HI MU ASPH,,WET,Cloudy,900.0,,7500,VEHI,min: 6.8 max: 10.3,60,20,ABS,,22.18285714,-0.021579003,0.181357316,-0.56751114,0.008175562,6.8,10.3
70,AU715000,2020R06143-00,BRK,ACCBRK,6,1,12/3/2020,12/3/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Marco Metzger,2.3,4.6,0.999,HI MU ASPH,,WET,Cloudy,900.0,,7500,VEHI,min: 6.8 max: 10.3,60,20,ABS,,22.65,-0.021058698,0.157480157,-0.555806559,0.006952766,6.8,10.3
71,AU715100,2020R06143-00,BRK,ACCBRK,2,1,12/3/2020,12/3/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Marco Metzger,2.1,4.2,0.999,HI MU ASPH,,WET,Cloudy,900.0,,7500,VEHI,min: 6.8 max: 10.3,60,20,ABS,,21.23142857,,0.187299099,-0.592942604,0.008821785,6.8,10.3
72,AU715200,2020R06143-00,BRK,ACCBRK,3,1,12/3/2020,12/3/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Marco Metzger,2.0,4.4,0.999,HI MU ASPH,,WET,Cloudy,900.0,,7500,VEHI,min: 6.8 max: 10.3,60,20,ABS,,19.8925,,0.295429469,-0.63285251,0.014851299,6.8,10.3
73,AU715300,2020R06143-00,BRK,ACCBRK,5,1,12/3/2020,12/3/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Marco Metzger,2.3,4.6,0.999,HI MU ASPH,,WET,Cloudy,900.0,,7500,VEHI,min: 6.8 max: 10.3,60,20,ABS,,19.92714286,,0.184996782,-0.631752311,0.009283658,6.8,10.3
74,CA060500,2019R07137-01,BRK,ACCBRK,7,2,3/14/2020,3/14/2020,GPG*M SKID PAD,,BMW 530D (G30),Habran S,16.7,19.4,0.304,HI MU ASPH,,WET,Sunny,220.0,,Empty,8J18ET30,min: 7.4 max: 20.5,80,1,ABS,,25.96857143,,0.361083027,-0.969406542,0.013904617,7.4,20.5
75,CA060600,2019R07137-01,BRK,ACCBRK,8,2,3/14/2020,3/14/2020,GPG*M SKID PAD,,BMW 530D (G30),Habran S,17.4,20.1,0.293,HI MU ASPH,,WET,Sunny,220.0,,Empty,8J18ET30,min: 7.4 max: 20.5,80,1,ABS,,26.00428571,,0.322327843,-0.968075159,0.012395182,7.4,20.5
76,CA060700,2019R07188-00,BRK,ACCBRK,2,4,2/25/2020,2/25/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,B. Selles,13.5,14.5,0.739,HI MU ASPH,,WET,Cloudy,250.0,,DV,7.5J17ET49,min: 11.2 max: 26.4,80,1,ABS,,21.72571429,,0.251320323,-1.158723838,0.011567874,11.2,26.4
77,CA060700,2019R07188-00,BRK,ACCBRK,4,1,2/20/2020,2/20/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,GARCIA L,14.8,16.3,0.591,LO MU ASPH,,WET,SUNNY,250.0,,DV,7.5 J 17 ET 49,min: 4.7 max: 10.3,80,1,ABS,,34.49571429,,0.500827886,-0.729774801,0.014518554,4.7,10.3
78,CA060700,2019R07188-00,BRK,ACCBRK,4,2,2/20/2020,2/20/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,GARCIA L,16.1,19.4,0.483,HI MU ASPH,,WET,SUNNY,250.0,,DV,7.5 J 17 ET 49,min: 7.0 max: 13.2,80,1,ABS,,20.916,,0.133154046,-1.203581136,0.006366133,7.0,13.2
79,CA060700,2020R04000-01,BRK,ACCBRK,1,1,9/10/2020,9/10/2020,GIC*L SKID PAD,R,VW GOLF VII 1.4 TSI,Corentin,16.3,17.9,0.84,HI MU ASPH,,WET,Cloudy,250.0,,D,7.5J17 ET49,min: 4.7 max: 13.7,80,1,ABS,,36.352,,0.271882327,-1.082106869,0.007479157,4.7,13.7
80,CA060700,2020R04000-01,BRK,ACCBRK,4,1,9/10/2020,9/10/2020,GIC*L SKID PAD,R,VW GOLF VII 1.4 TSI,Corentin,15.7,17.0,0.81,HI MU ASPH,,WET,Cloudy,250.0,,D,7.5J17 ET49,min: 4.7 max: 13.7,80,1,ABS,,38.792,,0.363207929,-1.014042816,0.00936296,4.7,13.7
81,CA060700,2020R04000-01,BRK,ACCBRK,7,1,9/10/2020,9/10/2020,GIC*L SKID PAD,R,VW GOLF VII 1.4 TSI,Corentin,15.6,16.7,0.785,HI MU ASPH,,WET,Cloudy,250.0,,D,7.5J17 ET49,min: 4.7 max: 13.7,80,1,ABS,,23.25,0.009092192,0.314483704,-1.08275712,0.013526181,4.7,13.7
82,CA060700,2020R04000-01,BRK,ACCBRK,9,1,9/10/2020,9/10/2020,GIC*L SKID PAD,R,VW GOLF VII 1.4 TSI,Corentin,16.1,16.5,0.737,HI MU ASPH,,WET,Cloudy,250.0,,D,7.5J17 ET49,min: 4.7 max: 13.7,80,1,ABS,,23.218,0.001376326,0.18939377,-1.08424942,0.008157196,4.7,13.7
83,CA060700,2020R04800-02,BRK,ACCBRK,1,1,10/23/2020,10/23/2020,GIC*L SKID PAD,R,VW GOLF VII 1.4 TSI,Joris S.,13.4,13.4,0.998,HI MU ASPH,,WET,Rainy/Cloudy,250.0,,E,VEHI,min: 3.4 max: 8.1,80,1,ABS,,35.19,,0.416473288,-1.117838843,0.01183499,3.4,8.1
84,CA060700,2020R04800-02,BRK,ACCBRK,4,1,10/23/2020,10/23/2020,GIC*L SKID PAD,R,VW GOLF VII 1.4 TSI,Joris S.,13.7,13.4,0.999,HI MU ASPH,,WET,Rainy/Cloudy,250.0,,E,VEHI,min: 3.4 max: 8.1,80,1,ABS,,34.372,,0.351951701,-1.144441665,0.010239489,3.4,8.1
85,CA060700,2020R04800-02,BRK,ACCBRK,6,1,10/23/2020,10/23/2020,GIC*L SKID PAD,R,VW GOLF VI 1.4TSI,Habran S,13.1,13.6,0.999,LO MU ASPH,,WET,CLOUDY,250.0,,Empty,7.5J17ET49,min: 1.4 max: 5.6,80,1,ABS,,22.21571429,,0.260183086,-1.133166492,0.011711669,1.4,5.6
86,CA060700,2020R04800-02,BRK,ACCBRK,7,1,10/23/2020,10/23/2020,GIC*L SKID PAD,R,VW GOLF VII 1.4 TSI,Joris S.,13.9,13.6,0.995,HI MU ASPH,,WET,Rainy/Cloudy,250.0,,E,VEHI,min: 3.4 max: 8.1,80,1,ABS,,22.70142857,0.003175627,0.253339599,-1.108921536,0.011159632,3.4,8.1
87,CA060700,2020R04800-02,BRK,ACCBRK,9,1,10/23/2020,10/23/2020,GIC*L SKID PAD,R,VW GOLF VII 1.4 TSI,Joris S.,14.1,13.5,0.965,HI MU ASPH,,WET,Rainy/Cloudy,250.0,,E,VEHI,min: 3.4 max: 8.1,80,1,ABS,,23.01285714,-0.013718434,0.310468156,-1.093914714,0.013491074,3.4,8.1
88,CA060700,2020R05562-00,BRK,ACCBRK,1,1,11/25/2020,11/25/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,14.2,15.9,0.855,HI MU ASPH,,WET,Cloudy,250.0,,PBAS,7.5J17ET49,min: 10.5 max: 26.1,80,1,ABS,,33.68,,0.296732202,-1.167955728,0.008810339,10.5,26.1
89,CA060700,2020R05562-00,BRK,ACCBRK,3,1,11/25/2020,11/25/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,14.1,16.4,0.895,HI MU ASPH,,WET,Cloudy,250.0,,PBAS,7.5J17ET49,min: 10.5 max: 26.1,80,1,ABS,,34.286,,0.248555829,-1.147312282,0.007249485,10.5,26.1
90,CA060700,2020R05562-00,BRK,ACCBRK,6,1,11/25/2020,11/25/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,14.3,17.3,0.928,HI MU ASPH,,WET,Cloudy,250.0,,PBAS,7.5J17ET49,min: 10.5 max: 26.1,80,1,ABS,,34.82,,0.506902357,-1.129717085,0.014557793,10.5,26.1
91,CA060700,2020R05562-00,BRK,ACCBRK,9,1,11/25/2020,11/25/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,14.4,17.7,0.935,HI MU ASPH,,WET,Cloudy,250.0,,PBAS,7.5J17ET49,min: 10.5 max: 26.1,80,1,ABS,,21.174,0.004513431,0.151261363,-1.188915795,0.007143731,10.5,26.1
92,CA060800,2019R07188-00,BRK,ACCBRK,5,1,2/20/2020,2/20/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,GARCIA L,14.2,16.9,0.68,LO MU ASPH,,WET,SUNNY,250.0,,DV,7.5 J 17 ET 49,min: 4.7 max: 10.3,80,1,ABS,,33.79142857,,0.228868854,-0.74498487,0.006772985,4.7,10.3
93,CA060800,2019R07188-00,BRK,ACCBRK,5,2,2/20/2020,2/20/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,GARCIA L,16.3,19.0,0.457,HI MU ASPH,,WET,SUNNY,250.0,,DV,7.5 J 17 ET 49,min: 7.0 max: 13.2,80,1,ABS,,21.08714286,,0.271828027,-1.193812894,0.0128907,7.0,13.2
94,CA060800,2019R07188-00,BRK,ACCBRK,5,4,2/25/2020,2/25/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,B. Selles,16.1,16.1,0.625,HI MU ASPH,,WET,Sunny,250.0,,DV,7.5J17ET49,min: 11.2 max: 26.4,80,1,ABS,,22.33571429,,0.271038567,-1.127078486,0.012134762,11.2,26.4
95,CA061900,2020R01019-00,BRK,ACCBRK,2,1,2/28/2020,2/28/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Macchieraldo S,14.2,18.8,0.602,LO MU ASPH,WET,WET,Sunny,230.0,,Vehi,6.5J16ET46,min: 4.9 max: 14.4,80,1,ABS,,33.22,,0.168671278,-0.75779961,0.005077402,4.9,14.4
96,CA061900,2020R01019-00,BRK,ACCBRK,2,1,2/28/2020,2/28/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Macchieraldo S,14.2,18.8,0.602,LO MU ASPH,WET,WET,Sunny,230.0,,Driver,6.5J16ET46,min: 4.9 max: 14.4,80,1,ABS,,33.22,,0.168671278,-0.75779961,0.005077402,4.9,14.4
97,CA062300,2020R01169-01,BRK,ACCBRK,1,1,3/19/2020,3/19/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,19.0,24.1,0.329,LO MU ASPH,,WET,Sunny,250.0,,PBAS,7.5J17ET49,min: 6.0 max: 11.9,80,1,ABS,,34.38,,0.284780617,-0.732231036,0.008283322,6.0,11.9
98,CA062300,2020R01169-01,BRK,ACCBRK,1,2,4/6/2020,4/6/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,B. Selles,18.2,20.2,0.639,HI MU ASPH,,WET,Sunny,250.0,,V+Inst,7.5J17ET49,min: 8.4 max: 12.1,80,1,ABS,,21.442,,0.104976188,-1.174055733,0.004895821,8.4,12.1
99,CA062300,2020R01169-01,BRK,ACCBRK,4,1,3/19/2020,3/19/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,20.3,23.7,0.315,LO MU ASPH,,WET,Sunny,250.0,,PBAS,7.5J17ET49,min: 6.0 max: 11.9,80,1,ABS,,35.50714286,-0.032784759,0.218838928,-0.70898701,0.006163237,6.0,11.9
100,CA062300,2020R01169-01,BRK,ACCBRK,4,2,4/6/2020,4/6/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,B. Selles,18.7,21.1,0.618,HI MU ASPH,,WET,Sunny,250.0,,V+Inst,7.5J17ET49,min: 8.4 max: 12.1,80,1,ABS,,21.124,0.014830655,0.033615473,-1.19172993,0.00159134,8.4,12.1
101,CA062300,2020R01169-01,BRK,ACCBRK,7,1,3/19/2020,3/19/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,18.7,23.0,0.459,LO MU ASPH,,WET,Sunny,250.0,,PBAS,7.5J17ET49,min: 6.0 max: 11.9,80,1,ABS,,35.78,-0.007684586,0.12,-0.703580297,0.003353829,6.0,11.9
102,CA062300,2020R01169-01,BRK,ACCBRK,7,2,4/6/2020,4/6/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,B. Selles,19.4,22.0,0.532,HI MU ASPH,,WET,Sunny,250.0,,V+Inst,7.5J17ET49,min: 8.4 max: 12.1,80,1,ABS,,21.216,-0.004355191,0.050299105,-1.186562172,0.00237081,8.4,12.1
103,CA062400,2020R01169-01,BRK,ACCBRK,2,1,3/19/2020,3/19/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Macchieraldo S,19.5,23.9,0.334,LO MU ASPH,,WET,Sunny,250.0,,PBAS,7.5J17ET49,min: 6.0 max: 11.9,80,1,ABS,,34.18571429,,0.386344283,-0.736392483,0.011301337,6.0,11.9
104,CA062400,2020R01169-01,BRK,ACCBRK,2,2,4/6/2020,4/6/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,B. Selles,18.6,20.6,0.618,HI MU ASPH,,WET,Sunny,250.0,,V+Inst,7.5J17ET49,min: 8.4 max: 12.1,80,1,ABS,,21.08,,0.182208672,-1.194217411,0.008643675,8.4,12.1
105,CA062500,2020R01169-01,BRK,ACCBRK,3,1,3/19/2020,3/19/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Macchieraldo S,19.0,23.9,0.33,LO MU ASPH,,WET,Sunny,250.0,,PBAS,7.5J17ET49,min: 6.0 max: 11.9,80,1,ABS,,34.07714286,,0.374464697,-0.738738665,0.010988735,6.0,11.9
106,CA062500,2020R01169-01,BRK,ACCBRK,3,2,4/6/2020,4/6/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,B. Selles,18.7,20.9,0.559,HI MU ASPH,,WET,Sunny,250.0,,V+Inst,7.5J17ET49,min: 8.4 max: 12.1,80,1,ABS,,20.69666667,,0.192423145,-1.21633611,0.009297301,8.4,12.1
107,CA062600,2020R01169-01,BRK,ACCBRK,6,1,3/19/2020,3/19/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Macchieraldo S,18.9,23.5,0.426,LO MU ASPH,,WET,Sunny,250.0,,PBAS,7.5J17ET49,min: 6.0 max: 11.9,80,1,ABS,,35.51285714,,0.195338534,-0.708872928,0.005500502,6.0,11.9
108,CA062600,2020R01169-01,BRK,ACCBRK,6,2,4/6/2020,4/6/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,B. Selles,18.9,21.7,0.558,HI MU ASPH,,WET,Sunny,250.0,,V+Inst,7.5J17ET49,min: 8.4 max: 12.1,80,1,ABS,,20.82,,0.066332496,-1.209130789,0.003185999,8.4,12.1
109,CA063400,2020R01019-00,BRK,ACCBRK,5,1,2/28/2020,2/28/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Macchieraldo S,15.2,18.6,0.636,LO MU ASPH,WET,WET,Sunny,230.0,,Vehi,6.5J16ET46,min: 4.9 max: 14.4,80,1,ABS,,33.27571429,,0.274035104,-0.756530809,0.008235288,4.9,14.4
110,CA063400,2020R01019-00,BRK,ACCBRK,5,1,2/28/2020,2/28/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Macchieraldo S,15.2,18.6,0.636,LO MU ASPH,WET,WET,Sunny,230.0,,Driver,6.5J16ET46,min: 4.9 max: 14.4,80,1,ABS,,33.27571429,,0.274035104,-0.756530809,0.008235288,4.9,14.4
111,CA063400,2020R01759-00,BRK,ACCBRK,5,1,5/19/2020,5/19/2020,GIC*L SKID PAD,C,VW Golf VII 1.4 Tsi,Dondlinger A.,6.5,15.2,0.952,HI MU ASPH,,WET,Sunny,230.0,,D,6.5J x 16 ET 46,min: 2.0 max: 5.6,80,1,ABS,,27.23857143,,0.273400108,-0.924207905,0.010037241,2.0,5.6
112,CA063400,2020R01759-00,BRK,ACCBRK,5,2,5/18/2020,5/18/2020,GIC*L SKID PAD,C,VW Golf VII 1.4 Tsi,Dondlinger A.,22.8,25.2,0.383,LO MU ASPH,,WET,Sunny,230.0,,D,6.5J x 16 ET 46,min: 4.0 max: 12.5,80,1,ABS,,34.89857143,,0.350258408,-0.721350531,0.010036468,4.0,12.5
113,CA063400,2020R01996-00,BRK,ACCBRK,4,1,5/28/2020,5/28/2020,GIC*L SKID PAD,C,VW GOLF VII 1.4 TSI,Joris S.,14.5,15.9,0.652,LO MU ASPH,,WET,Sunny,230.0,,E,6.5J16ET50,min: 9.7 max: 18.0,80,1,ABS,,35.30857143,,0.372309395,-0.712974273,0.010544448,9.7,18.0
114,CA063400,2020R01996-00,BRK,ACCBRK,5,2,5/29/2020,5/29/2020,GIC*L SKID PAD,C,VW Golf VII 1.4 Tsi,Dondlinger A.,21.0,21.9,0.34,HI MU ASPH,,WET,Sunny,230.0,,D,6.5J x 16 ET46,min: 5.1 max: 19.4,80,1,ABS,,29.49545455,,0.52370533,-0.853490933,0.017755459,5.1,19.4
115,CA067300,2020R02947-00,BRK,ACCBRK,7,1,9/10/2020,9/10/2020,GPG*M SKID PAD,,BMW 330D (E90),Di Tucci M,21.5,24.3,0.876,HI MU ASPH,,WET,cloudy,240.0,,vehi,7.5J18ET52,min: 2.1 max: 9.0,80,1,ABS,,25.872,,0.137913016,-0.973025009,0.00533059,2.1,9.0
116,CA067400,2020R02947-00,BRK,ACCBRK,8,1,9/10/2020,9/10/2020,GPG*M SKID PAD,,BMW 330D (E90),Di Tucci M,22.1,24.6,0.864,HI MU ASPH,,WET,cloudy,240.0,,vehi,7.5J18ET52,min: 2.1 max: 9.0,80,1,ABS,,23.33571429,,0.305497253,-1.07878005,0.013091404,2.1,9.0
117,CA067500,2020R02947-00,BRK,ACCBRK,10,1,9/10/2020,9/10/2020,GPG*M SKID PAD,,BMW 330D (E90),Di Tucci M,22.8,25.2,0.833,HI MU ASPH,,WET,cloudy,240.0,,vehi,7.5J18ET52,min: 2.1 max: 9.0,80,1,ABS,,25.462,,0.197787765,-0.988693073,0.007767959,2.1,9.0
118,CA067600,2020R02947-00,BRK,ACCBRK,2,1,9/10/2020,9/10/2020,GPG*M SKID PAD,,BMW 330D (E90),Di Tucci M,21.4,22.0,0.832,HI MU ASPH,,WET,cloudy,240.0,,vehi,7.5J18ET52,min: 2.1 max: 9.0,80,1,ABS,,23.212,,0.392450988,-1.084529684,0.016907246,2.1,9.0
119,CS232006,2020R00071-02,BRK,ACCBRK,4,1,1/31/2020,1/31/2020,GPG*M SKID PAD,C,PEUGEOT 308 HDI,Gomez A,16.8,15.7,0.787,LO MU ASPH,,WET,Sunny,210.0,,Empty,7.0J16ET44,min: 3.5 max: 15.6,80,1,ABS,,38.98714286,,0.538476687,-0.64570269,0.013811648,3.5,15.6
120,CS232006,2020R00071-02,BRK,ACCBRK,4,1,1/31/2020,1/31/2020,GPG*M SKID PAD,C,PEUGEOT 308 HDI,Gomez A,16.8,15.7,0.787,LO MU ASPH,,WET,Sunny,230.0,,D+1,7.0J16ET44,min: 3.5 max: 15.6,80,1,ABS,,38.98714286,,0.538476687,-0.64570269,0.013811648,3.5,15.6
121,CS234810,2019R07036-01,BRK,ACCBRK,1,1,1/7/2020,1/7/2020,GPG*M SKID PAD,C,PEUGEOT 3008 1.5 BLUE HDI130,Courdier fabrice,9.6,10.5,0.677,LO MU ASPH,WET,WET,SUNNY / CLOUDY,210.0,,D+1,VARIOUS,min: 16.0 max: 24.6,80,1,ABS,,45.88,,0.606904715,-0.548694486,0.013228089,16.0,24.6
122,CS234810,2019R07036-01,BRK,ACCBRK,1,1,1/7/2020,1/7/2020,GPG*M SKID PAD,C,PEUGEOT 3008 1.5 BLUE HDI130,Courdier fabrice,9.6,10.5,0.677,LO MU ASPH,WET,WET,SUNNY / CLOUDY,210.0,,EMPTY,VARIOUS,min: 16.0 max: 24.6,80,1,ABS,,45.88,,0.606904715,-0.548694486,0.013228089,16.0,24.6
123,CS234810,2019R07036-01,BRK,ACCBRK,3,1,1/7/2020,1/7/2020,GPG*M SKID PAD,C,PEUGEOT 3008 1.5 BLUE HDI130,Courdier fabrice,13.9,12.5,0.556,LO MU ASPH,WET,WET,SUNNY / CLOUDY,210.0,,EMPTY,VARIOUS,min: 16.0 max: 24.6,80,1,ABS,,45.88142857,-3.11e-05,0.570684635,-0.548677402,0.012438249,16.0,24.6
124,CS234810,2019R07036-01,BRK,ACCBRK,3,1,1/7/2020,1/7/2020,GPG*M SKID PAD,C,PEUGEOT 3008 1.5 BLUE HDI130,Courdier fabrice,13.9,12.5,0.556,LO MU ASPH,WET,WET,SUNNY / CLOUDY,210.0,,D+1,VARIOUS,min: 16.0 max: 24.6,80,1,ABS,,45.88142857,-3.11e-05,0.570684635,-0.548677402,0.012438249,16.0,24.6
125,CS234810,2019R07036-01,BRK,ACCBRK,6,1,1/7/2020,1/7/2020,GPG*M SKID PAD,C,PEUGEOT 3008 1.5 BLUE HDI130,Courdier fabrice,13.0,12.1,0.621,LO MU ASPH,WET,WET,SUNNY / CLOUDY,210.0,,D+1,VARIOUS,min: 16.0 max: 24.6,80,1,ABS,,46.58428571,-0.015319008,0.312669002,-0.540399035,0.006711899,16.0,24.6
126,CS234810,2019R07036-01,BRK,ACCBRK,6,1,1/7/2020,1/7/2020,GPG*M SKID PAD,C,PEUGEOT 3008 1.5 BLUE HDI130,Courdier fabrice,13.0,12.1,0.621,LO MU ASPH,WET,WET,SUNNY / CLOUDY,210.0,,EMPTY,VARIOUS,min: 16.0 max: 24.6,80,1,ABS,,46.58428571,-0.015319008,0.312669002,-0.540399035,0.006711899,16.0,24.6
127,CS234810,2020R00232-00,BRK,ACCBRK,2,1,1/24/2020,1/24/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Balon R,9.9,8.8,0.994,LO MU ASPH,,WET,Cloudy,240.0,,Empty,VEHI,min: 13.8 max: 16.8,80,1,ABS,,44.044,,1.253831461,-0.571567138,0.028467702,13.8,16.8
128,CS234810,2020R00232-00,BRK,ACCBRK,2,1,1/24/2020,1/24/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Balon R,9.9,8.8,0.994,LO MU ASPH,,WET,Cloudy,240.0,,DR+1,VEHI,min: 13.8 max: 16.8,80,1,ABS,,44.044,,1.253831461,-0.571567138,0.028467702,13.8,16.8
129,CS234810,2020R00232-00,BRK,ACCBRK,2,2,1/24/2020,1/24/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Balon R,10.3,10.2,0.994,LO MU ASPH,,WET,Rain,240.0,,Empty,VEHI,min: 10.2 max: 12.7,80,1,ABS,,48.50428571,,0.595534974,-0.519007809,0.012277987,10.2,12.7
130,CS234810,2020R00232-00,BRK,ACCBRK,2,2,1/24/2020,1/24/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Balon R,10.3,10.2,0.994,LO MU ASPH,,WET,Rain,240.0,,Dr + 1,VEHI,min: 10.2 max: 12.7,80,1,ABS,,48.50428571,,0.595534974,-0.519007809,0.012277987,10.2,12.7
131,CS234810,2020R00232-00,BRK,ACCBRK,2,3,1/28/2020,1/28/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Dumond A,11.5,12.3,0.907,LO MU ASPH,,WET,Sunny,240.0,,VEHI,VEHI,min: 10.3 max: 15.9,80,1,ABS,,42.47285714,,0.518514361,-0.592710374,0.012208135,10.3,15.9
132,CS234810,2020R00232-00,BRK,ACCBRK,2,3,1/28/2020,1/28/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Dumond A,11.5,12.3,0.907,LO MU ASPH,,WET,Sunny,240.0,,D+1,VEHI,min: 10.3 max: 15.9,80,1,ABS,,42.47285714,,0.518514361,-0.592710374,0.012208135,10.3,15.9
133,CS279600,2020R05051-00,BRK,ACCBRK,8,1,10/28/2020,10/28/2020,GIC*L SKID PAD,,VW GOLF VII 1.4 TSI,Thirion R.,10.2,10.3,0.999,HI MU ASPH,,WET,Cloudy,230.0,,594,6.5J16ET46,min: 3.1 max: 7.1,80,1,ABS,,28.354,,0.105261579,-0.887850146,0.003712407,3.1,7.1
134,CS279600,2020R05051-00,BRK,ACCBRK,9,1,10/29/2020,10/29/2020,GIC*L SKID PAD,,VW GOLF VII 1.4 TSI,Thirion R.,8.9,10.2,0.905,HI MU ASPH,,WET,Cloudy,230.0,,595,6.5J16ET46,min: 4.9 max: 10.1,80,1,ABS,,30.226,,0.534773057,-0.832862537,0.017692485,4.9,10.1
